Id,Prediction
2397,4792326
2398,5143298
2399,3652287
2400,4483268
2401,3915992
2402,3485626
2403,4271042
2404,4117472
2405,4829354
2406,3852708
2407,3246427
2408,3961177
2409,4048356
2410,4306380
2411,4128359
2412,4878693
2413,4627480
2414,3391097
2415,3806732
2416,4809170
2417,3445864
2418,4485041
2419,3689092
2420,3502113
2421,4897846
2422,4974637
2423,3910391
2424,4701637
2425,3845587
2426,4857605
2427,3790068
2428,4256817
2429,4451239
2430,3522680
2431,5110790
2432,4395165
2433,4223319
2434,4170143
2435,4384786
2436,3867772
2437,4907000
2438,4910589
2439,3162810
2440,4383670
2441,3916671
2442,4670374
2443,4682959
2444,2991227
2445,4275435
2446,4769447
2447,5272153
2448,4640779
2449,4379756
2450,3708912
2451,3914593
2452,3172879
2453,3817203
2454,5184708
2455,3363944
2456,3197928
2457,4824394
2458,5235945
2459,3621665
2460,4689961
2461,3526000
2462,4302056
2463,3731815
2464,4076276
2465,3666523
2466,4056089
2467,5131714
2468,4442582
2469,3818963
2470,3381894
2471,4053401
2472,3546012
2473,5220685
2474,3880242
2475,4398317
2476,4992730
2477,3996522
2478,4226745
2479,4117266
2480,3521569
2481,4333815
2482,4997990
